Job_Title,Company,Location,Salary_Min,Salary_Max,Description,Extracted_Skills,Longitude,Latitude,URL,Created,Experience_years,Experience_Level, Scikit_Learn,AWS,Docker,Google_Analytics,apache_airflow,azure,big_data,data_pipelines,deep_learning,etl,gcp,hadoop,java,kpi,kafka,kubernetes,machine_learning,pandas,power_bi,pytorch,python,r,sql,snowflake,spark,tableau,tensorflow,Avg_Salary,Skills
Data Engineer,Grid Dynamics Poland,"Warszawa, mazowieckie",66000.0,90000.0,"Our customer is one of the world’s largest technology companies based in Silicon Valley with operations all over the world. In this project, we are working on the bleeding edge of Big Data technology to develop a high-performance data analytics platform, which handles petabytes datasets. We are looking for an experienced Big Data Engineer. Responsibilities: Design, develop, and maintain robust data pipelines using: Scala, Spark, HDFS, Gradle, Kubernetes and Airflow Implement scalable and effici…",[],21.2453,52.21519,https://www.adzuna.pl/land/ad/5048357834?se=PnhZjQT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=2D6334144D93EC61AA6BADA9C8161F680F6544AD,2025-02-13,8,senior,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,78000.0,"['big_data', 'data_pipelines', 'kubernetes', 'spark']"
Data Engineer,Grid Dynamics Poland,"Kraków, małopolskie",66000.0,90000.0,"Our customer is one of the world’s largest technology companies based in Silicon Valley with operations all over the world. In this project, we are working on the bleeding edge of Big Data technology to develop a high-performance data analytics platform, which handles petabytes datasets. We are looking for an experienced Big Data Engineer. Responsibilities: Design, develop, and maintain robust data pipelines using: Scala, Spark, HDFS, Gradle, Kubernetes and Airflow Implement scalable and effici…",[],20.17848,50.1024,https://www.adzuna.pl/land/ad/5048357827?se=PnhZjQT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=6C159153B34EBBFBA7B717603F338104CACDA76E,2025-02-13,8,senior,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,78000.0,"['big_data', 'data_pipelines', 'kubernetes', 'spark']"
Data Engineer,Grid Dynamics Poland,"Wrocław, dolnośląskie",66000.0,90000.0,"Our customer is one of the world’s largest technology companies based in Silicon Valley with operations all over the world. In this project, we are working on the bleeding edge of Big Data technology to develop a high-performance data analytics platform, which handles petabytes datasets. We are looking for an experienced Big Data Engineer. Responsibilities: Design, develop, and maintain robust data pipelines using: Scala, Spark, HDFS, Gradle, Kubernetes and Airflow Implement scalable and effici…",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5048357883?se=PnhZjQT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=A1101E92D3A1C175CF121CC47D5590F3586EDD3D,2025-02-13,10,senior,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,78000.0,"['big_data', 'data_pipelines', 'kubernetes', 'spark']"
Data Engineer,Grid Dynamics Poland,"Gdańsk, Trójmiasto",66000.0,90000.0,"Our customer is one of the world’s largest technology companies based in Silicon Valley with operations all over the world. In this project, we are working on the bleeding edge of Big Data technology to develop a high-performance data analytics platform, which handles petabytes datasets. We are looking for an experienced Big Data Engineer. Responsibilities: Design, develop, and maintain robust data pipelines using: Scala, Spark, HDFS, Gradle, Kubernetes and Airflow Implement scalable and effici…",[],18.64664,54.35203,https://www.adzuna.pl/land/ad/5048357828?se=PnhZjQT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=DC89FFA3DF44EF6AF48FE23FD023EBD458B9A2CE,2025-02-13,8,senior,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,78000.0,"['big_data', 'data_pipelines', 'kubernetes', 'spark']"
Data Engineer,Acaisoft,"Gdynia, Trójmiasto",63000.0,87000.0,"We are looking for a Data Engineer to build with our client data platforms in AWS, leveraging Python and Spark. Our customer is a global financial markets infrastructure and data provider. You will design, implement and optimize ETL workflows using Python and Spark, contributing to our robust data lakehouse architecture on AWS. Your main responsibilities for this position will be: Designing, building, and maintaining robust, scalable and efficient ETL pipelines using Python and Spark. Developin…",[],18.53054,54.51889,https://www.adzuna.pl/land/ad/5044919386?se=PnhZjQT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=4051FB0AC54DB1FFD286CEDAF1C9461CEA48263A,2025-02-10,3,mid_level,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,75000.0,"['AWS', 'etl', 'python', 'spark']"
Data Engineer,Future Processing,"Gliwice, śląskie",63000.0,99000.0,"Do naszej linii biznesowej Data Solutions poszukujemy osoby na stanowisko Senior Cloud Data Engineer ze znajomością Azure. Szukamy Ciebie, jeśli: masz min. 5 lat doświadczenia w IT, w tym min. 3,5 roku w pracy z danymi w chmurze Azure (potwierdzone projektami komercyjnymi wdrożonymi na produkcje), masz komercyjne doświadczenie w przetwarzaniu sporych danych przy użyciu Databricks, korzystasz z SQL na poziomie zaawansowanym i wykorzystujesz go na rozwiązaniach technologicznych MS i nie tylko, zn…",[],18.57151,50.33002,https://www.adzuna.pl/land/ad/5008972372?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=E69D987506492956F5B6EE6B880501DE48ACE458,2025-01-13,7,senior,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81000.0,"['azure', 'sql']"
Data Engineer,Xebia sp. z o.o.,"Rzeszów, podkarpackie",64500.0,99000.0," You will be: developing and maintaining data pipelines to ensure seamless data flow from the Loyalty system to the data lake and data warehouse, collaborating with data engineers to ensure data engineering best practices are integrated into the development process, ensuring data integrity, consistency, and availability across all data systems, integrating data from various sources, including transactional databases, third-party APIs, and external data sources, into the data lake, implementing …",[],22.00695,50.04228,https://www.adzuna.pl/land/ad/5077284254?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=C009D3974945DCBDC79D6135D09CFF8E8DD43CFA,2025-03-05,10,senior,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81750.0,['data_pipelines']
Data Engineer,Xebia sp. z o.o.,"Gdańsk, Trójmiasto",64500.0,99000.0," You will be: developing and maintaining data pipelines to ensure seamless data flow from the Loyalty system to the data lake and data warehouse, collaborating with data engineers to ensure data engineering best practices are integrated into the development process, ensuring data integrity, consistency, and availability across all data systems, integrating data from various sources, including transactional databases, third-party APIs, and external data sources, into the data lake, implementing …",[],18.64664,54.35203,https://www.adzuna.pl/land/ad/5077284229?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=B4CD773C82E4B332B1E34A68C112DF58A14DE677,2025-03-05,10,senior,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81750.0,['data_pipelines']
Data Engineer,Xebia sp. z o.o.,"Wrocław, dolnośląskie",64500.0,99000.0," You will be: developing and maintaining data pipelines to ensure seamless data flow from the Loyalty system to the data lake and data warehouse, collaborating with data engineers to ensure data engineering best practices are integrated into the development process, ensuring data integrity, consistency, and availability across all data systems, integrating data from various sources, including transactional databases, third-party APIs, and external data sources, into the data lake, implementing …",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5077284296?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=B4D039ABF50DB3653E0ECC4223E82F7D20204608,2025-03-05,7,senior,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81750.0,['data_pipelines']
Data Engineer,STX Next,"Poznań, wielkopolskie",50400.0,86400.0,"Hi there We are the biggest European Python Powerhouse with over 18 years of experience. Join a group of 500 professionals dedicated to helping customers build outstanding products. Are you the NEXT one? Core values We believe that every problem has a solution, often hidden and not so obvious. Our job is to work out them and the best are born from imagination, cooperation and being craftsmanship. How do we work? We work with clients for their benefit and the benefit of their target users. We of…",[],16.93875,52.40321,https://www.adzuna.pl/land/ad/5014650161?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=BCCC6EB758F8CC959DB79284C6AF892856E6425D,2025-01-17,0,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68400.0,['python']
Data Engineer,STX Next,"Kraków, małopolskie",50400.0,86400.0,"Hi there We are the biggest European Python Powerhouse with over 18 years of experience. Join a group of 500 professionals dedicated to helping customers build outstanding products. Are you the NEXT one? Core values We believe that every problem has a solution, often hidden and not so obvious. Our job is to work out them and the best are born from imagination, cooperation and being craftsmanship. How do we work? We work with clients for their benefit and the benefit of their target users. We of…",[],20.17848,50.1024,https://www.adzuna.pl/land/ad/5014650157?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=6B293AE45493BDB8F89A92C570CF4D04092FCA3C,2025-01-17,1,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68400.0,['python']
Data Engineer,STX Next,"Gdańsk, Trójmiasto",50400.0,86400.0,"Hi there We are the biggest European Python Powerhouse with over 18 years of experience. Join a group of 500 professionals dedicated to helping customers build outstanding products. Are you the NEXT one? Core values We believe that every problem has a solution, often hidden and not so obvious. Our job is to work out them and the best are born from imagination, cooperation and being craftsmanship. How do we work? We work with clients for their benefit and the benefit of their target users. We of…",[],18.64664,54.35203,https://www.adzuna.pl/land/ad/5014650142?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=E162221EF1C61824E7B1205117794FA31D56EB99,2025-01-17,0,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68400.0,['python']
Data Engineer,STX Next,"Wrocław, dolnośląskie",50400.0,86400.0,"Hi there We are the biggest European Python Powerhouse with over 18 years of experience. Join a group of 500 professionals dedicated to helping customers build outstanding products. Are you the NEXT one? Core values We believe that every problem has a solution, often hidden and not so obvious. Our job is to work out them and the best are born from imagination, cooperation and being craftsmanship. How do we work? We work with clients for their benefit and the benefit of their target users. We of…",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5014650169?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=81AC4AE6D407C9722B2888E1E666A9DDFA8FAE09,2025-01-17,2,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68400.0,['python']
Data Engineer,STX Next,"Warszawa, mazowieckie",50400.0,86400.0,"Hi there We are the biggest European Python Powerhouse with over 18 years of experience. Join a group of 500 professionals dedicated to helping customers build outstanding products. Are you the NEXT one? Core values We believe that every problem has a solution, often hidden and not so obvious. Our job is to work out them and the best are born from imagination, cooperation and being craftsmanship. How do we work? We work with clients for their benefit and the benefit of their target users. We of…",[],21.2453,52.21519,https://www.adzuna.pl/land/ad/5014650171?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=F7258E6CE434D8D3E4EA08BF47A0A3FDD4C99291,2025-01-17,2,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68400.0,['python']
Data Engineer,AVENGA,"Wrocław, dolnośląskie",78900.0,90900.0,"Requirements: At least 4-5 years of experience in Data Engineering Expertise in Azure cloud service platform Proven experience with large databases and data warehouses Expertise in Databricks: Delta Tables, DLT, Unity Catalog, performance tuning, etc. Good knowledge in Azure services: Azure Data Factory, Azure SQL Database, Azure Key Vault, Azure OpenAI Service Proficiency in Python and PySpark Knowledge of modern Data Modeling and Design concepts Ability to design simplified E2E Azure solution…",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5059084372?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=EF9224F472155521EBEDBE07A86F5DF5F93F7A81,2025-02-21,4,mid_level,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,84900.0,"['azure', 'python', 'sql']"
Data Engineer,Grid Dynamics Poland,"Warszawa, mazowieckie",66000.0,90000.0,"Grid Dynamics, a global software services company driving enterprise-level digital transformation solutions for Fortune 1000 corporations, is looking for an experienced Big Data Engineer. Responsibilities: Build data pipelines to enable training of LLMs Work with technical and non-technical stakeholders to collect requirements, integrate with data systems and deliver large-scale datasets Operate in a complex multi-cloud data lakehouse, building end-to-end integrated workflows Work with privacy,…",[],21.2453,52.21519,https://www.adzuna.pl/land/ad/5048357872?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=21A39C0DC9C6AF87A2129C7D07A55921FAB7180A,2025-02-13,8,senior,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000.0,"['big_data', 'data_pipelines']"
Data Engineer,Grid Dynamics Poland,"Wrocław, dolnośląskie",66000.0,90000.0,"Grid Dynamics, a global software services company driving enterprise-level digital transformation solutions for Fortune 1000 corporations, is looking for an experienced Big Data Engineer. Responsibilities: Build data pipelines to enable training of LLMs Work with technical and non-technical stakeholders to collect requirements, integrate with data systems and deliver large-scale datasets Operate in a complex multi-cloud data lakehouse, building end-to-end integrated workflows Work with privacy,…",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5048357871?se=8AxFkgT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=716EDE95EE51635BF94EE7A80BC7BBEC8D854FF9,2025-02-13,8,senior,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000.0,"['big_data', 'data_pipelines']"
Data Engineer,Flintex Consulting Pte Ltd,"Central, Singapore",62160.0,79920.0,"Data engineer (Azure) – Synapse and Pyspark, Python, Datawarehouse and Power BI , Azure Devops Skills & Experience • Bachelor’s Degree in Computer Science or Engineering with 3-5 years of experience in Azure Data engineering, Python, Pyspark or Big Data development • Sound Knowledge of Azure Synapse analytics for pipelines, orchestration, set up • 1-2 experience in Visualization design and development with Power BI. Knowledge on row-level security, access control • Sound experience in SQL, Data…",[],103.828011,1.29559,https://www.adzuna.sg/details/5056219337?utm_medium=api&utm_source=019ec8e4,2025-02-19,4,mid_level,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,71040.0,"['azure', 'big_data', 'power_bi', 'python', 'sql']"
Data Engineer,Capital One,"Mc Lean, Fairfax County",117475.44,117475.44,"Senior Data Engineer (Python) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, you’ll hav…",[],-77.23,38.97,https://www.adzuna.com/land/ad/5084860151?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=AC2BB9B1346A86A0ECD77A7B1FB58C4A40665865,2025-03-10,8,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117475.44,['python']
Data Engineer,Capital One,"Plano, Collin County",121397.92,121397.92,"Senior Data Engineer (Python) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, you’ll hav…",[],-96.733343,33.060381,https://www.adzuna.com/land/ad/5084860062?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=E53DD47F85118A75A5382A07990A7A2DCA79CAE1,2025-03-10,10,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121397.92,['python']
Data Engineer,Capital One,"Richmond City, Richmond County",116637.3,116637.3,"Senior Data Engineer (Python) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, you’ll hav…",[],-77.45,37.56,https://www.adzuna.com/land/ad/5084860158?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=F1F8BEF68D2191077260B9325342F10ACCB06AF3,2025-03-10,10,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116637.3,['python']
Data Engineer,Capital One,"Mc Lean, Fairfax County",159993.92,159993.92,"Distinguished Data Engineer - Card Technology As a Distinguished Engineer at Capital One, you will be a part of a community of technical experts working to define the future of banking in the cloud. You will work alongside our talented team of developers, machine learning experts, product managers and people leaders. Our Distinguished Engineers are leading experts in their domains, helping devise practical and reusable solutions to complex problems. You will drive innovation at multiple levels,…",[],-77.23,38.97,https://www.adzuna.com/land/ad/5084860762?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=DC88CC1ACE65244CDDCDDAFB83F0E2088D9FA05E,2025-03-10,10,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159993.92,['machine_learning']
Data Engineer,Capital One,"Richmond City, Richmond County",158852.42,158852.42,"Distinguished Data Engineer - Card Technology As a Distinguished Engineer at Capital One, you will be a part of a community of technical experts working to define the future of banking in the cloud. You will work alongside our talented team of developers, machine learning experts, product managers and people leaders. Our Distinguished Engineers are leading experts in their domains, helping devise practical and reusable solutions to complex problems. You will drive innovation at multiple levels,…",[],-77.45,37.56,https://www.adzuna.com/land/ad/5084860784?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=E311F111511822DC318C36BCC6827A36AD2E580F,2025-03-10,10,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158852.42,['machine_learning']
Data Engineer,LONE WOLF TECHNOLOGIES,"Jersey City, Hudson County",108402.97,108402.97,"Job Description Job Description Lone Wolf Technologies is seeking a skilled and motivated Data Engineer to join our dynamic team. As a Data Engineer, you will play a pivotal role in designing, implementing, and maintaining the data pipelines and architectures that drive our cutting-edge technologies. At Lone Wolf Technologies, we are dedicated to leveraging data to enhance our operational efficiency and improve our product offerings. In this position, you will collaborate with cross-functional …",[],-74.0447,40.721832,https://www.adzuna.com/land/ad/5067098493?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=BB5BE02B0487D476FF5FA3AF818BF59D54364435,2025-02-28,7,senior,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108402.97,['data_pipelines']
Data Engineer,Catalytic Data Science,"Westport, Fairfield County",166488.45,166488.45,"Job Description Job Description Salary: Data Engineer III (Large Language Models) About Catalytic Data Science (CDS): Catalytic Data Science is a groundbreaking cloud R&D platform designed to integrate volumes of scientific resources, data, and analytic tools while providing the ability to network with colleagues in one secure and scalable environment.By enabling R&D teams to work more collaboratively and improving productivity company-wide, the Catalytic platform helps teams achieve key R&D mi…",[],-73.35908,41.12701,https://www.adzuna.com/land/ad/5081212980?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=87CB1EC2720AF66DB6BE890F7EB81294A6A916DC,2025-03-07,12,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166488.45,['r']
Data Engineer,Jconnect Infotech Inc,"Jersey City, Hudson County",85049.96,85049.96,Job Description Job Description Job Title Python Data Engineer Job Description: Design and build horizontally scalable components within the major platform that the team is developing Review and provide code feedback in terms of best practices with keen eye towards performance and stability optimizations Become subject matter expert on code deployed on our platform and support to other developers Write reusable and extendable code and become a key contributor of the core platform Consistently w…,[],-74.0447,40.721832,https://www.adzuna.com/land/ad/5074939217?se=6jIi1gT-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=4C33B376D7E0942FD3E2A5A1599578096E6954C8,2025-03-04,5,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85049.96,['python']
Data Engineer,Capital One,"Richmond City, Richmond County",106469.92,106469.92,"Senior Data Engineer (Python, AWS, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer…",[],-77.45,37.56,https://www.adzuna.com/land/ad/5084859482?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=80B5C46AC515970505702CCB9BCFF5BA7D3213F3,2025-03-10,7,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,106469.92,"['AWS', 'python', 'spark']"
Data Engineer,Capital One,"Mc Lean, Fairfax County",107234.9,107234.9,"Senior Data Engineer (Python, AWS, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer…",[],-77.23,38.97,https://www.adzuna.com/land/ad/5084861096?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=9BAA6866EFCB806A1AADC5B6203B977E4487105B,2025-03-10,9,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,107234.9,"['AWS', 'python', 'spark']"
Data Engineer,Capital One,"Plano, Collin County",110815.46,110815.46,"Senior Data Engineer (Python, AWS, Spark) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer…",[],-96.733343,33.060381,https://www.adzuna.com/land/ad/5084861039?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=89C12F3484563316C13BDC96C9BF61C8BD73A875,2025-03-10,9,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,110815.46,"['AWS', 'python', 'spark']"
Data Engineer,Capital One,"Plano, Collin County",162119.34,162119.34,"Senior Data Engineer (Python, AWS, Flink) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, you’ll have t…",[],-96.733343,33.060381,https://www.adzuna.com/land/ad/5084860184?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=B17F89D7383FBAC3051B482B57F50009F0E55011,2025-03-10,7,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162119.34,"['AWS', 'python']"
Data Engineer,Capital One,"Mc Lean, Fairfax County",156881.11,156881.11,"Senior Data Engineer (Python, AWS, Flink) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, you’ll have t…",[],-77.23,38.97,https://www.adzuna.com/land/ad/5084861200?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=0AAF2CAD36276AD6333D46E32014D29C6BE4F7EE,2025-03-10,6,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,156881.11,"['AWS', 'python']"
Data Engineer,Capital One,"Mc Lean, Fairfax County",131522.72,131522.72,"Senior Data Engineer (Python, Java, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer,…",[],-77.23,38.97,https://www.adzuna.com/land/ad/5084859967?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=0D126A5EB74D89DC9672F22E1461D5C41EB20956,2025-03-10,5,senior,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131522.72,"['AWS', 'java', 'python']"
Data Engineer,Capital One,"Plano, Collin County",162131.1,162131.1,"Senior Data Engineer (Python, SQL, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, you’ll have the…",[],-96.733343,33.060381,https://www.adzuna.com/land/ad/5084860727?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=3C593CE44CC0D12041FD7106A0D1F2B812ACE19F,2025-03-10,6,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,162131.1,"['AWS', 'python', 'sql']"
Data Engineer,Capital One,"Plano, Collin County",131129.95,131129.95,"Senior Data Engineer (Python, SQL, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Data Engineer, …",[],-96.733343,33.060381,https://www.adzuna.com/land/ad/5084860733?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=36555F988D53A87D670B47138D31D229C3F4BFA9,2025-03-10,5,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,131129.95,"['AWS', 'python', 'sql']"
Data Engineer,Trexquant Investment,"Stamford, Fairfield County",100268.98,100268.98,"Job Description Job Description Trexquant is a growing systematic fund manager with a core team of highly accomplished technologists. We apply a wide variety of statistical and machine learning techniques to build investment portfolios and trade our client assets in global equity and futures markets. With locations in the US, China and India, our global team in excess of 50 employees is comprised primarily of research professionals with advanced science, math and technology degrees who explore …",[],-73.538799,41.052959,https://www.adzuna.com/land/ad/5082888682?se=iqzg2gT-7xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=6A8668A59461CC1615469A7BC5EA25760C39711B,2025-03-08,7,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100268.98,['machine_learning']
